aX,aY,aZ,gX,gY,gZ
0.06,-0.06,0.98,-8.92,-0.21,-5.14
0.08,-0.12,0.99,-6.57,-0.56,-1.34
0.1,-0.09,0.99,3.81,-1.33,0.07
0.11,-0.05,0.99,-3.68,1.78,-1.85
0.1,-0.07,0.98,-8.78,2.01,-3.18
0.08,-0.09,1.0,-6.85,0.9,-2.69
0.1,-0.07,1.0,-7.32,0.13,-1.98
0.14,-0.09,0.98,-8.53,0.4,-2.19
0.13,-0.09,0.97,-8.37,0.86,-3.2
0.09,-0.11,0.97,-4.73,1.14,-2.92
0.08,-0.08,1.02,-6.4,3.22,-2.47
0.1,-0.08,1.01,-17.33,1.43,-1.89
0.12,-0.12,0.96,-8.4,2.47,1.35
0.13,-0.1,0.96,0.76,5.27,2.87
0.12,-0.07,1.01,-6.91,2.4,2.72
0.12,-0.11,1.0,-18.52,4.07,-0.15
0.09,-0.14,0.99,-7.42,4.98,-0.75
0.07,-0.11,0.99,-3.65,4.23,-0.49
0.05,-0.13,1.0,-9.48,2.29,-0.31
0.04,-0.15,1.0,-5.9,3.54,-0.39
0.05,-0.12,0.99,-1.94,1.66,-0.08
0.05,-0.12,0.97,-5.52,1.76,-0.01
0.05,-0.13,0.98,-5.73,2.22,1.24
0.05,-0.15,1.0,-5.94,2.27,2.52
0.06,-0.15,0.99,-3.84,1.08,2.48
0.1,-0.14,0.98,-0.63,1.17,1.45
0.1,-0.14,0.97,-2.98,1.23,1.58
0.08,-0.13,0.98,-0.47,-0.05,0.71
0.08,-0.1,0.99,-6.02,1.06,0.69
0.08,-0.13,0.98,-11.38,1.93,0.77
0.1,-0.15,0.99,-5.1,1.57,0.11
0.09,-0.14,1.01,-4.15,0.49,0.48
0.08,-0.14,1.0,-7.22,0.79,0.05
0.09,-0.15,1.0,-8.94,1.91,0.51
0.07,-0.15,0.96,-0.39,0.52,1.31
0.04,-0.14,0.97,3.39,0.51,1.56
0.06,-0.16,0.99,-3.5,-3.21,0.08
0.07,-0.16,1.02,-4.1,-2.46,-1.39
0.07,-0.14,0.99,-2.46,-2.28,-1.47
0.04,-0.15,0.98,2.08,-3.81,-2.18
0.07,-0.14,0.99,3.59,-2.41,-2.9
0.08,-0.11,0.99,8.53,-1.19,-1.13
0.08,-0.08,1.01,-8.89,-0.19,-0.17
0.11,-0.19,0.98,-10.11,-4.16,-0.04
0.12,-0.18,0.98,11.69,0.58,-0.27
0.13,-0.12,1.01,3.85,1.18,0.81
0.12,-0.15,0.98,-2.47,2.11,-0.29
0.11,-0.17,0.99,1.63,0.85,-1.73
0.1,-0.12,0.99,1.6,0.73,-2.25
0.09,-0.11,0.99,-2.59,0.76,-1.81
0.08,-0.15,0.97,-4.91,-0.63,-1.5
0.1,-0.14,1.0,3.7,2.66,-1.1
0.09,-0.1,1.0,-0.39,1.37,0.49
0.08,-0.1,1.0,-5.39,1.2,1.28
0.08,-0.14,0.96,-1.98,1.88,-0.17
0.09,-0.13,0.99,0.19,-0.24,-0.67
0.09,-0.12,1.01,-0.57,2.47,-0.5
0.08,-0.14,0.99,-0.98,2.74,0.58
0.09,-0.11,0.99,3.51,1.0,1.46
0.09,-0.1,0.98,-4.35,0.89,0.45
0.11,-0.13,0.98,-6.34,0.74,-0.41
0.1,-0.12,0.97,4.03,2.39,-0.39
0.09,-0.08,1.03,-5.57,1.8,0.17
0.1,-0.13,1.05,-22.01,2.63,0.21
0.1,-0.21,0.93,7.89,2.49,0.39
0.08,-0.1,0.98,16.41,1.4,-0.37
0.06,-0.11,0.97,-0.75,2.01,-0.31
0.07,-0.12,0.98,1.91,1.0,0.02
0.09,-0.11,0.98,-2.76,0.69,0.35
0.08,-0.13,0.98,-3.74,0.92,-0.16
0.08,-0.12,1.0,-1.16,1.26,-0.33
0.1,-0.12,0.98,0.31,1.41,-1.05
0.08,-0.13,0.98,2.02,1.44,0.26
0.1,-0.1,0.98,2.7,1.63,0.97
0.11,-0.09,0.99,-2.24,1.86,0.83
0.09,-0.12,0.98,-1.57,0.38,0.25
0.1,-0.1,1.01,3.14,2.38,0.92
0.1,-0.13,0.98,-1.29,4.48,0.18
0.09,-0.13,0.99,6.02,2.11,0.64
0.08,-0.1,1.01,1.95,1.69,0.07
0.09,-0.11,0.98,1.54,0.83,0.07
0.08,-0.11,0.97,5.28,2.71,1.31
0.08,-0.1,1.01,3.54,4.62,2.69
0.09,-0.09,1.0,2.63,4.24,2.58
0.09,-0.08,1.01,0.87,3.75,1.43
0.08,-0.09,1.0,2.3,3.08,0.41
0.07,-0.1,0.99,5.61,2.44,-0.36
0.06,-0.08,0.99,6.53,2.93,-0.66
0.07,-0.08,0.98,4.04,1.5,-1.04
0.07,-0.1,0.97,4.4,1.13,-1.66
0.07,-0.07,0.99,3.37,1.69,-1.54
0.07,-0.07,0.99,4.68,2.4,-1.59
0.08,-0.05,0.99,1.37,1.81,-1.83
0.07,-0.09,0.96,4.34,2.06,-0.91
0.08,-0.06,0.99,4.06,2.4,-0.25
0.07,-0.07,0.98,1.4,1.1,-0.49
0.08,-0.07,0.99,1.3,1.53,-0.22
0.07,-0.08,1.0,4.26,2.39,0.42
0.09,-0.07,0.99,0.32,2.57,1.74
0.07,-0.03,0.98,3.09,3.16,1.84
0.06,-0.03,1.0,-0.78,1.87,0.81
0.06,-0.09,0.96,1.05,0.92,0.45
0.07,-0.04,0.98,3.09,1.56,-0.44
0.08,-0.03,0.96,-1.98,1.94,-1.44
0.08,-0.04,0.91,2.11,3.1,-0.88
0.07,-0.07,0.9,-5.08,4.48,-0.01
0.05,-0.04,0.96,-1.75,4.92,-0.31
0.03,0.02,1.07,-25.12,1.21,-2.19
0.06,-0.1,1.02,-32.36,0.97,-2.44
0.08,-0.14,0.99,-11.95,0.82,-1.56
0.07,-0.11,1.03,-6.96,-0.56,-1.51
0.08,-0.09,1.02,-10.33,-2.29,-1.79
0.07,-0.07,0.99,-10.3,0.39,-1.34
0.07,-0.07,0.97,-13.49,1.55,-0.72
0.09,-0.08,1.01,-12.66,-0.44,-1.24
0.08,-0.05,1.02,-15.47,-2.28,-2.08
0.08,-0.1,1.0,-18.92,-0.9,-0.63
0.07,-0.14,0.99,-13.37,4.9,1.4
0.08,-0.14,0.99,-5.37,3.43,2.9
0.09,-0.13,0.99,-5.24,2.34,0.41
0.07,-0.1,1.05,-15.34,-0.5,-0.67
0.07,-0.15,0.98,-18.51,1.85,-1.79
0.07,-0.2,0.95,0.12,3.79,-0.45
0.07,-0.12,1.0,10.92,3.6,0.46
0.06,-0.08,1.04,-16.92,1.31,-0.18
0.07,-0.16,1.0,-21.26,1.39,-0.11
0.06,-0.17,0.96,1.94,2.5,0.89
0.05,-0.11,0.98,2.01,2.2,1.97
0.06,-0.13,1.01,-12.44,2.73,2.29
0.05,-0.15,0.99,-11.9,3.56,2.17
0.04,-0.17,0.98,-6.89,2.66,1.98
0.06,-0.18,0.97,1.59,1.71,2.44
0.07,-0.12,1.01,-1.44,1.6,1.05
0.06,-0.16,0.97,-12.63,1.91,0.66
0.05,-0.19,0.99,-4.67,2.81,0.45
0.05,-0.15,0.99,-0.17,3.34,0.57
0.06,-0.15,0.98,-5.38,0.66,-0.02
0.08,-0.16,0.99,0.49,1.34,-0.11
0.08,-0.14,0.99,-6.3,1.52,-0.18
0.05,-0.18,0.98,-8.06,1.19,-0.45
0.03,-0.17,0.98,2.23,3.47,-0.21
0.03,-0.13,1.03,-3.1,2.99,1.46
0.07,-0.16,0.96,-7.12,0.98,0.97
0.07,-0.17,0.96,-0.37,-0.1,0.69
0.06,-0.18,1.0,-0.79,1.86,0.41
0.06,-0.18,1.01,-3.21,2.41,-1.27
0.03,-0.16,0.98,0.18,1.09,-2.8
0.02,-0.16,0.96,-2.56,-0.56,-2.34
0.08,-0.16,0.98,1.6,1.47,-0.07
0.06,-0.13,1.0,-0.38,1.96,0.02
0.02,-0.18,0.98,-10.59,0.33,-1.34
0.05,-0.21,0.99,3.31,-0.44,-0.45
0.08,-0.09,1.02,9.41,1.05,1.15
0.06,-0.1,0.96,-9.49,0.18,2.0
0.06,-0.19,0.96,-5.21,0.98,1.69
0.05,-0.18,0.98,3.33,-0.18,-1.05
0.06,-0.18,1.0,-4.77,-0.76,-3.03
0.06,-0.19,0.97,3.45,-3.21,-2.72
0.06,-0.11,1.0,2.2,-1.47,-0.82
0.06,-0.17,0.97,-5.73,0.44,-0.64
0.06,-0.19,0.96,3.27,-0.43,-2.31
0.04,-0.14,0.99,5.98,-1.16,-5.02
0.05,-0.07,1.02,-7.61,-4.3,-5.23
0.08,-0.16,0.97,-6.97,-1.32,-4.15
0.07,-0.18,0.98,10.89,-0.95,-4.2
0.05,-0.1,1.02,2.24,-2.13,-4.79
0.05,-0.18,0.97,-10.62,-0.53,-4.47
0.06,-0.16,0.97,9.39,0.09,-3.07
0.08,-0.1,0.99,-3.86,-1.19,-1.99
0.11,-0.18,0.98,-4.11,-1.62,-1.6
0.09,-0.16,0.99,5.62,0.84,0.07
0.09,-0.12,0.99,-1.18,0.61,2.05
0.09,-0.15,0.99,-2.04,0.81,2.15
0.09,-0.16,0.99,0.62,-0.6,1.84
0.08,-0.14,0.99,5.38,-1.45,1.66
0.08,-0.1,0.99,1.21,0.08,1.73
0.06,-0.14,0.97,-0.37,1.47,1.73
0.07,-0.15,0.99,3.52,0.01,1.7
0.05,-0.14,0.99,3.12,-0.33,1.31
0.06,-0.13,1.0,0.11,1.19,1.28
0.07,-0.14,0.98,5.24,0.17,1.6
0.07,-0.11,0.98,5.42,-1.15,1.41
0.08,-0.11,1.02,0.97,0.69,0.73
0.08,-0.16,0.95,3.22,0.75,0.85
0.09,-0.11,0.99,8.02,-0.06,1.11
0.08,-0.11,1.01,-1.32,1.54,0.91
0.09,-0.12,0.99,4.53,0.11,0.71
0.11,-0.11,0.97,4.02,1.73,0.83
0.08,-0.09,0.99,1.34,1.4,1.38
0.07,-0.11,0.99,1.69,1.77,1.4
0.07,-0.11,1.0,3.5,0.89,0.4
0.09,-0.1,1.0,1.13,1.7,0.32
0.07,-0.1,1.01,2.4,0.76,0.34
0.07,-0.1,0.99,3.15,1.06,1.29
0.08,-0.08,0.99,4.72,1.35,2.27
0.08,-0.09,0.97,2.0,2.43,2.67
0.08,-0.09,0.96,4.94,1.12,2.58
0.1,-0.07,0.99,-2.14,1.83,2.08
0.08,-0.1,0.98,0.98,2.44,1.42
0.07,-0.07,1.01,0.92,1.5,0.87
0.06,-0.09,0.99,-0.65,0.62,-0.4
0.07,-0.07,0.98,1.31,-0.72,-1.27
0.06,-0.08,1.0,-1.01,-0.21,-2.63
0.06,-0.07,0.99,0.2,0.15,-2.6
0.07,-0.08,0.97,-0.37,-0.36,-2.66
0.08,-0.09,1.01,-2.27,-0.89,-2.89
0.09,-0.11,0.98,0.8,0.13,-2.27
0.08,-0.06,0.99,-0.07,1.82,-1.63
0.09,-0.06,0.98,-1.96,0.72,-1.27
0.1,-0.04,0.98,-3.8,-0.63,-2.5
0.07,-0.09,0.98,-1.82,1.93,-2.8
0.07,-0.05,0.96,-1.09,1.31,-2.53
0.09,-0.05,0.98,-8.08,-0.22,-2.96
0.09,-0.08,1.02,-12.99,-0.28,-2.25
0.08,-0.14,0.98,-6.36,1.65,-1.31
0.08,-0.1,0.97,-1.55,0.2,0.06
0.09,-0.1,0.99,-4.43,-0.28,0.79
0.08,-0.07,1.0,-6.75,-0.13,1.5
0.11,-0.06,1.01,-11.25,0.82,3.0
0.11,-0.09,0.98,-8.34,0.4,2.42
0.08,-0.13,0.97,-0.55,-0.76,0.93
0.05,-0.08,1.0,1.91,-1.37,0.27
0.06,-0.05,1.0,-7.85,-0.99,0.34
0.1,-0.14,0.96,-14.11,-1.46,-0.23
0.08,-0.11,1.02,-4.98,-2.66,0.1
0.08,-0.11,0.99,-3.86,-1.0,0.81
0.08,-0.1,0.99,2.44,-1.67,0.76
0.1,-0.1,1.01,-7.44,-2.82,-0.62
0.1,-0.14,0.98,-12.57,-0.2,-0.96
0.09,-0.14,0.99,3.37,-1.52,0.16
0.08,-0.08,0.99,-1.79,-1.44,-0.13
0.1,-0.11,1.01,-10.37,-1.34,-1.06
0.11,-0.13,1.01,-5.62,0.41,-0.95
0.1,-0.11,0.96,-0.69,-0.29,0.5
0.1,-0.1,0.99,-3.09,-1.38,0.61
0.11,-0.11,1.0,-8.27,-0.66,-0.69
0.11,-0.15,0.98,-7.14,0.98,-0.66
0.1,-0.13,1.01,-1.74,0.08,0.5
0.09,-0.1,1.0,-4.66,-0.11,0.96
0.12,-0.12,0.98,-9.18,2.95,0.76
0.12,-0.13,0.99,-4.36,0.33,1.34
0.11,-0.14,0.97,-4.88,-0.92,0.95
0.1,-0.13,0.99,-3.7,0.14,0.31
0.11,-0.14,0.98,-4.51,1.65,0.08
0.1,-0.14,1.01,-7.28,2.06,1.25
0.1,-0.13,0.98,-2.73,1.7,2.29
0.1,-0.12,0.96,-0.55,1.49,2.57
0.1,-0.14,0.98,-0.79,-0.8,1.76
0.11,-0.14,0.99,-4.07,-0.38,0.32
0.11,-0.1,0.98,-2.39,-0.6,1.63
0.11,-0.1,0.98,-13.8,0.62,1.87
0.08,-0.16,0.99,-25.55,3.72,0.82
0.11,-0.17,0.99,-13.47,1.73,2.38
0.1,-0.16,0.99,-8.47,-0.87,0.72
0.1,-0.16,0.98,-4.51,2.54,0.3
0.1,-0.14,0.98,-4.34,1.31,-0.08
0.1,-0.15,0.99,-12.2,-1.24,-2.04
0.08,-0.18,0.99,-11.09,-1.79,-3.27
0.12,-0.18,0.98,-1.63,1.08,-2.15
0.12,-0.16,0.98,-5.98,1.9,-2.11
0.1,-0.18,0.99,-7.9,1.0,0.11
0.11,-0.19,0.97,-4.05,-2.18,0.47
0.13,-0.16,0.98,-1.31,-2.47,-0.65
0.14,-0.17,0.96,-7.68,-1.33,-1.97
0.1,-0.18,0.98,-7.63,0.37,-1.18
0.1,-0.18,0.96,-6.18,1.87,-0.5
0.12,-0.19,0.96,-3.11,2.33,-0.3
0.1,-0.19,0.97,0.27,1.71,0.66
0.09,-0.18,1.01,-4.9,0.48,1.61
0.11,-0.19,0.99,-13.31,-1.53,1.59
0.11,-0.2,0.98,-2.97,-1.33,1.53
0.11,-0.17,0.97,1.54,0.41,1.98
0.12,-0.18,0.98,-8.98,2.21,3.0
0.13,-0.2,1.0,-6.42,3.09,3.45
0.12,-0.19,1.0,-2.18,2.0,1.74
0.09,-0.19,0.97,0.06,2.44,-0.1
0.09,-0.19,0.96,5.59,0.89,0.36
0.09,-0.17,0.97,3.63,1.05,1.26
0.11,-0.2,0.98,-2.34,0.58,0.82
0.11,-0.22,1.0,-1.69,1.05,-1.5
0.09,-0.2,0.98,4.39,-0.85,-1.75
0.1,-0.17,0.99,8.5,1.98,0.15
0.13,-0.16,1.0,-1.73,2.47,0.75
0.13,-0.2,0.95,5.37,1.62,-0.24
0.1,-0.15,0.99,14.52,1.69,-1.19
0.11,-0.13,0.98,-0.2,1.42,-1.81
0.14,-0.19,0.99,5.55,3.72,-1.93
0.11,-0.17,1.0,12.39,7.24,0.09
0.1,-0.14,1.0,4.18,6.07,-0.25
0.09,-0.17,0.95,5.97,4.43,-1.19
0.1,-0.12,1.0,8.04,3.42,-0.92
0.08,-0.14,0.97,0.56,4.89,-0.9
0.12,-0.15,0.96,9.42,3.75,-0.63
0.11,-0.11,0.97,8.01,4.59,-0.98
0.1,-0.11,1.01,-1.12,6.31,-2.32
0.11,-0.14,0.98,0.73,5.79,-2.76
0.1,-0.17,0.95,11.54,7.69,-1.92
0.09,-0.08,1.02,1.37,6.85,-0.46
0.02,-0.14,0.97,2.54,3.19,0.76
0.09,-0.11,0.97,10.66,4.74,2.49
0.11,-0.09,1.0,3.31,2.17,0.08
0.1,-0.12,0.97,2.02,2.27,-2.7
0.07,-0.14,0.99,5.92,3.89,-3.24
0.06,-0.12,0.99,7.08,3.52,-2.24
0.06,-0.06,1.01,-2.74,3.46,-0.53
0.05,-0.12,0.95,2.23,3.16,0.54
0.09,-0.08,1.0,2.08,1.99,-0.17
0.13,-0.1,1.01,-6.76,2.73,-3.5
0.09,-0.13,0.98,-4.42,5.6,-5.43
0.05,-0.11,0.98,2.74,7.37,-5.39
0.05,-0.1,0.98,0.22,5.48,-4.98
0.04,-0.1,0.98,-1.98,2.63,-5.01
0.05,-0.09,0.99,-1.53,0.31,-4.58
0.06,-0.09,0.98,-3.9,-0.54,-2.92
0.08,-0.1,0.99,-3.58,1.56,-2.19
0.07,-0.1,0.98,-1.45,2.5,-1.72
0.07,-0.09,0.99,-3.5,2.01,-1.76
0.07,-0.1,0.96,-3.93,0.37,-2.89
0.07,-0.09,0.97,-3.23,-0.08,-4.02
0.07,-0.08,0.97,-6.52,0.69,-3.92
0.07,-0.1,0.98,-9.37,-0.31,-2.93
0.07,-0.11,1.0,-12.14,-1.88,-1.95
0.07,-0.12,1.02,-14.08,-2.92,-1.03
0.07,-0.13,0.99,-14.75,-2.58,-0.94
0.08,-0.13,1.04,-17.0,-4.01,-0.4
0.07,-0.14,0.98,-14.98,-2.77,0.72
0.08,-0.15,0.98,-3.36,0.36,1.92
0.09,-0.11,0.97,-1.85,-0.88,1.89
0.09,-0.11,1.01,-12.16,-2.69,0.96
0.09,-0.15,1.01,-16.57,-1.4,0.31
0.09,-0.15,0.99,-6.9,-0.56,0.38
0.09,-0.13,0.99,-3.2,-1.63,0.69
0.09,-0.13,0.99,-8.66,-0.27,-0.11
0.09,-0.17,0.99,-9.11,-0.02,-0.12
0.08,-0.18,0.98,-3.39,1.56,0.34
0.09,-0.16,0.98,-2.48,1.06,0.63
0.07,-0.17,0.98,-7.02,1.81,0.42
0.06,-0.18,0.97,-3.04,-0.05,0.66
0.08,-0.14,0.99,0.95,-0.33,0.79
0.09,-0.15,0.98,-9.27,1.4,0.56
0.1,-0.16,0.98,-8.24,0.88,0.51
0.09,-0.17,0.98,-2.84,-0.56,1.38
0.1,-0.15,0.97,-3.07,0.66,2.04
0.11,-0.17,0.98,-4.54,0.57,1.53
0.1,-0.17,1.02,-6.37,0.91,0.76
0.09,-0.17,0.99,-10.26,1.85,0.65
0.08,-0.21,0.96,1.48,3.39,1.67
0.08,-0.16,0.97,9.18,1.12,2.73
0.09,-0.13,1.01,-8.47,1.92,2.37
0.09,-0.2,0.98,-16.65,1.35,1.05
0.09,-0.2,0.98,-2.18,1.42,0.45
0.08,-0.16,0.97,0.37,2.18,0.74
0.07,-0.16,0.98,-8.46,1.5,0.66
0.08,-0.18,0.98,-8.79,0.78,0.52
0.08,-0.19,0.98,-4.18,1.01,0.15
0.06,-0.2,0.97,-5.05,1.05,-1.11
0.05,-0.22,0.98,-4.14,0.39,-0.53
0.07,-0.19,0.98,-0.27,0.09,1.05
0.1,-0.16,0.97,-4.92,-1.21,2.74
0.11,-0.18,0.96,-5.9,-1.13,2.76
0.12,-0.17,0.97,-2.52,-1.3,1.19
0.1,-0.19,0.97,-4.44,-0.21,1.25
0.08,-0.19,0.98,-3.76,1.98,1.94
0.09,-0.18,0.98,-1.69,0.7,1.46
0.1,-0.17,0.98,-4.92,-0.21,-0.98
0.1,-0.19,0.97,-6.61,-0.72,-3.5
0.08,-0.22,1.0,-2.63,0.77,-5.37
0.07,-0.23,1.01,2.08,2.21,-3.89
0.06,-0.2,1.0,-1.42,2.37,-1.87
0.07,-0.2,0.96,3.3,1.48,-0.78
0.09,-0.17,0.96,10.59,-0.43,-1.56
0.09,-0.14,0.98,-2.48,0.55,-3.4
0.1,-0.18,1.0,-8.82,3.11,-3.04
0.08,-0.22,0.97,-1.52,2.08,-1.82
0.09,-0.21,0.97,4.79,1.63,-0.91
0.09,-0.18,0.98,6.35,0.15,0.28
0.09,-0.17,1.0,1.08,-0.64,-0.18
0.12,-0.19,0.97,-1.47,0.76,-0.79
0.11,-0.18,0.96,8.73,1.37,-1.47
0.11,-0.13,1.0,4.21,1.18,-2.7
0.09,-0.14,1.0,-6.4,1.98,-3.81
0.08,-0.2,0.98,-1.87,2.3,-3.48
0.07,-0.2,0.98,6.42,2.67,-1.11
0.09,-0.17,0.99,7.27,2.82,-0.02
0.09,-0.16,0.96,2.72,-0.32,2.27
0.07,-0.19,0.91,18.27,-1.15,3.93
0.1,-0.1,1.0,10.58,3.69,3.69
0.08,-0.14,1.0,-7.35,0.52,2.11
0.07,-0.18,0.97,5.31,1.3,2.21
0.11,-0.11,1.02,1.54,0.54,3.29
0.11,-0.14,0.99,-3.56,0.59,1.33
0.1,-0.14,0.99,3.08,1.95,-0.39
0.09,-0.13,0.99,1.66,1.18,-0.29
0.08,-0.13,0.99,0.76,1.2,-0.37
0.09,-0.12,0.99,-0.92,3.31,0.28
0.09,-0.14,0.98,2.59,2.74,0.39
0.1,-0.15,0.97,2.71,2.85,-0.11
0.07,-0.14,1.0,5.17,2.92,0.04
0.07,-0.13,0.98,3.35,3.43,-0.27
0.06,-0.13,0.99,3.1,1.43,-0.7
0.07,-0.12,0.98,0.81,1.02,-1.53
0.08,-0.13,0.99,1.19,1.18,-1.47
0.08,-0.14,0.97,2.56,1.89,-0.84
0.09,-0.1,1.02,-1.88,3.15,-0.78
0.1,-0.13,0.97,-0.76,3.57,-1.39
0.09,-0.1,1.0,-1.81,3.44,-1.86
0.1,-0.13,0.98,-1.63,2.14,-1.07
0.1,-0.11,0.99,1.43,3.03,-1.34
0.09,-0.11,0.99,-2.24,3.99,-1.33
0.09,-0.12,0.99,-2.18,3.96,-0.84
0.08,-0.12,0.98,0.69,4.62,0.06
0.06,-0.1,1.0,-1.05,3.96,0.21
0.06,-0.1,0.97,-3.82,1.69,-0.29
0.06,-0.11,0.97,-1.39,2.65,-0.45
0.06,-0.11,0.98,-0.15,2.44,-0.6
0.06,-0.12,0.98,-2.62,2.27,-2.36
0.07,-0.12,0.98,-4.45,0.39,-4.49
0.05,-0.12,0.98,-2.04,0.14,-4.18
0.04,-0.12,0.98,-1.42,1.02,-2.25
0.06,-0.11,0.98,-1.08,-1.73,-1.3
0.08,-0.1,0.98,-5.6,-2.15,-2.89
0.08,-0.13,0.99,-5.28,0.02,-3.11
0.05,-0.13,1.01,-5.87,0.82,-1.51
0.07,-0.11,1.0,-12.19,-0.58,0.07
0.09,-0.13,0.97,-4.81,-3.5,0.11
0.11,-0.12,0.99,-3.05,-3.26,-0.08
0.09,-0.12,1.0,-9.2,-2.44,0.11
0.09,-0.16,0.99,-9.17,-0.42,0.49
0.09,-0.13,0.98,0.71,-1.42,0.31
0.09,-0.1,0.99,-1.4,-2.81,-0.66
0.09,-0.1,0.99,-9.95,-3.42,-0.37
0.08,-0.14,1.01,-11.56,-2.11,0.21
0.07,-0.17,0.97,-9.15,-2.66,0.66
0.07,-0.16,0.98,-1.44,-1.79,1.0
0.09,-0.15,0.97,-0.99,-1.12,1.05
0.11,-0.15,0.99,-3.27,-1.23,0.37
0.11,-0.14,0.99,-6.27,-0.55,0.69
0.11,-0.14,0.97,-4.76,0.5,1.27
0.1,-0.14,0.98,-5.31,0.39,1.35
0.1,-0.15,0.96,-6.35,-1.34,1.36
0.1,-0.15,1.0,-6.21,-0.45,1.4
0.11,-0.17,0.99,-8.59,1.27,1.67
0.1,-0.17,1.02,-5.72,1.7,1.73
0.1,-0.15,0.97,-6.99,0.2,1.15
0.1,-0.16,0.96,0.1,2.55,0.11
0.09,-0.15,0.97,2.94,2.31,-0.11
0.08,-0.13,1.0,-8.56,1.73,-0.17
0.07,-0.18,0.98,-11.49,2.12,0.64
0.09,-0.16,0.99,-2.76,0.82,1.31
0.12,-0.15,0.99,-4.08,1.73,0.58
0.1,-0.18,0.99,-8.61,1.47,-0.74
0.08,-0.2,0.98,-5.42,1.18,-0.06
0.07,-0.19,0.96,-1.68,1.32,0.27
0.1,-0.16,0.97,-0.39,0.65,0.21
0.11,-0.15,0.97,-7.17,0.59,-0.63
0.1,-0.19,0.98,-10.12,1.44,-1.31
0.1,-0.18,0.99,-3.62,2.63,-0.4
0.11,-0.16,0.98,-3.58,2.39,-0.34
0.09,-0.18,0.97,-4.57,0.51,-0.02
0.1,-0.15,0.97,-0.86,0.06,1.65
0.1,-0.17,0.98,-7.33,1.79,2.27
0.08,-0.21,0.96,-5.01,0.37,1.55
0.1,-0.18,0.99,3.18,0.81,1.32
0.1,-0.15,1.0,-6.68,-0.39,0.53
0.11,-0.2,0.98,-3.82,0.38,-1.31
0.1,-0.18,0.97,8.5,0.69,-2.22
0.09,-0.15,0.99,-3.17,1.29,-3.78
0.09,-0.2,0.97,-6.37,2.71,-4.41
0.08,-0.2,0.99,5.21,1.5,-4.3
0.09,-0.15,1.0,-0.4,0.79,-4.89
0.09,-0.17,0.99,-7.35,1.63,-4.98
0.09,-0.19,0.97,0.71,0.42,-4.56
0.08,-0.19,0.96,7.37,3.39,-2.97
0.09,-0.18,0.98,7.5,2.82,-0.89
0.09,-0.17,1.01,3.47,1.26,0.1
0.11,-0.18,0.97,3.33,0.93,0.16
0.13,-0.15,0.98,6.8,1.44,0.87
0.13,-0.13,0.98,1.16,2.26,0.07
0.11,-0.16,0.98,-0.5,1.48,-1.97
0.1,-0.16,0.98,3.07,2.37,-2.52
0.08,-0.15,0.99,-0.02,2.18,-2.09
0.07,-0.18,0.95,3.82,3.44,-0.58
0.09,-0.12,1.0,-0.39,1.15,1.82
0.09,-0.16,0.97,-1.74,2.4,1.82
0.09,-0.17,0.99,4.19,3.53,1.37
0.1,-0.14,0.99,5.93,1.29,1.05
0.11,-0.12,0.99,-1.87,2.52,-0.36
0.1,-0.14,0.99,-1.17,2.34,-1.46
0.08,-0.13,1.0,2.56,3.26,-1.33
0.08,-0.14,0.99,1.31,3.11,-0.6
0.09,-0.16,0.98,2.31,3.21,-0.69
0.09,-0.15,0.98,6.37,2.68,-0.93
0.09,-0.12,1.0,5.29,3.01,-0.35
0.08,-0.13,0.95,6.59,4.32,-0.11
0.07,-0.11,0.99,4.39,2.6,-0.32
0.07,-0.13,0.99,-0.73,1.89,-0.36
0.07,-0.13,0.98,4.05,1.49,-0.25
0.08,-0.1,0.99,2.41,1.26,0.37
0.09,-0.11,0.98,-1.3,0.57,0.14
0.09,-0.13,0.97,1.5,0.97,-0.35
0.08,-0.12,0.97,3.6,1.27,-0.55
0.08,-0.1,1.02,0.95,2.46,-1.28
0.09,-0.12,0.95,-2.79,2.72,-1.15
0.08,-0.1,0.98,4.76,2.81,-1.05
0.07,-0.11,0.98,-0.13,1.94,-1.17
0.08,-0.1,0.98,-1.6,1.62,-1.41
0.07,-0.11,0.97,-2.96,0.56,-0.85
0.08,-0.11,0.95,1.63,0.81,-0.71
0.05,-0.09,0.95,1.73,-0.53,-0.22
0.06,-0.08,0.98,-6.82,0.4,-0.48
0.08,-0.1,1.0,-12.85,-0.14,0.04
0.09,-0.13,1.0,-13.42,0.08,-0.8
0.09,-0.13,1.01,-13.52,-1.45,-1.05
0.09,-0.14,0.99,-10.92,-1.02,-1.32
0.08,-0.13,1.0,-8.57,-1.84,-1.02
0.09,-0.12,0.99,-7.47,-3.35,-1.15
0.09,-0.12,0.98,-7.85,-2.73,-1.17
0.09,-0.13,1.0,-10.19,-1.29,-0.37
0.1,-0.14,0.99,-8.66,-1.3,0.25
0.11,-0.14,0.99,-6.69,-0.58,0.73
0.11,-0.15,0.97,-6.13,0.18,0.97
0.11,-0.16,0.99,-2.65,1.35,1.11
0.1,-0.14,0.99,-5.53,-0.42,0.66
0.1,-0.16,0.96,-2.63,2.15,0.1
0.09,-0.15,0.97,1.84,1.89,0.13
0.09,-0.13,1.01,-10.79,0.53,-1.1
0.09,-0.18,0.99,-16.85,1.74,-1.26
0.08,-0.18,0.98,-2.57,2.48,0.25
0.09,-0.13,0.98,-0.06,1.57,0.34
